brand_name,generic_name,manufacturer,total_spending_2023,total_units_2023,total_claims_2023,total_beneficiaries_2023,avg_price_per_unit_2023,country,source
Mibelas 24 Fe,Norethindrone-E.Estradiol-Iron,Overall,17570.62,12432.0,219,72.0,1.4133381596,US,Medicare Part D
Micafungin,Micafungin Sodium,Overall,10158799.68,534717.69,12317,3313.0,20.618192579,US,Medicare Part D
Micardis,Telmisartan,Overall,1974181.53,421703.0,6089,1322.0,4.6847144501,US,Medicare Part D
Micardis HCT,Telmisartan/Hydrochlorothiazid,Overall,947481.12,201164.0,3248,674.0,4.7103020987,US,Medicare Part D
Miconazole 3,Miconazole Nitrate,Overall,126530.91,8863.0,2418,2096.0,14.276307119,US,Medicare Part D
Miconazole-Zinc Oxide-Petroltm,Miconazole Nitrate/Zinc Ox/Pet,Overall,316000.11,34610.0,639,309.0,9.1303123375,US,Medicare Part D
Microdot Insulin Pen Needle,"Pen Needle, Diabetic",Overall,100.92,1970.0,16,12.0,0.0517034098,US,Medicare Part D
Microgestin,Norethindrone Ac-Eth Estradiol,Overall,91593.68,137531.0,3124,733.0,0.6678234336,US,Medicare Part D
Microgestin 24 Fe,Norethindrone-E.Estradiol-Iron,Overall,830.83,672.0,13,,1.2363541667,US,Medicare Part D
Microgestin Fe,Norethindrone-E.Estradiol-Iron,Overall,57647.99,117397.0,2295,603.0,0.4914505471,US,Medicare Part D
Midazolam HCl,Midazolam HCl/PF,Overall,82097.84,92324.0,25863,23448.0,1.1709005584,US,Medicare Part D
Midazolam HCl*,Midazolam HCl,Overall,90839.07,82375.9,22763,20162.0,1.4703180849,US,Medicare Part D
Midodrine HCl,Midodrine HCl,Overall,112893730.98,142254480.03,1348299,355371.0,0.8136439227,US,Medicare Part D
Miebo,Perfluorohexyloctane/PF,Overall,9327676.92,34916.0,9496,6324.0,267.14620575,US,Medicare Part D
Migergot,Ergotamine Tartrate/Caffeine,Overall,2376123.09,12988.0,594,96.0,182.94757391,US,Medicare Part D
Miglitol,Miglitol,Overall,590480.17,295543.0,1780,432.0,1.9973153394,US,Medicare Part D
Miglustat,Miglustat,Overall,6614635.65,33776.0,235,22.0,195.88435114,US,Medicare Part D
Migranal,Dihydroergotamine Mesylate,Overall,552397.66,1076.0,112,27.0,513.38072491,US,Medicare Part D
Mili,Norgestimate-Ethinyl Estradiol,Overall,186917.66,418189.0,6429,2041.0,0.4469693368,US,Medicare Part D
Millipred,Prednisolone,Overall,223853.32,15082.0,400,207.0,14.878086988,US,Medicare Part D
Milrinone In 5% Dextrose,Milrinone Lactate/D5W,Overall,140152.78,883934.0,1362,64.0,0.1558077021,US,Medicare Part D
Milrinone Lactate,Milrinone Lactate,Overall,241153.11,334396.5,1244,82.0,0.7082024821,US,Medicare Part D
Mimvey,Estradiol/Norethindrone Acet,Overall,502034.91,228636.0,3905,1302.0,2.1957824227,US,Medicare Part D
Minastrin 24 Fe,Norethindrone-E.Estradiol-Iron,Overall,28510.53,4584.0,72,17.0,6.2195746073,US,Medicare Part D
Mini Pen Needle,"Pen Needle, Diabetic",Overall,78116.28,159504.0,1202,480.0,0.4895504731,US,Medicare Part D
Mini Ultra-Thin II,"Pen Needle, Diabetic",Overall,21841.16,118110.0,869,462.0,0.1849221912,US,Medicare Part D
Minipress,Prazosin HCl,Overall,14429.82,5213.0,40,15.0,2.7206083674,US,Medicare Part D
Minivelle,Estradiol,Overall,1416917.81,49354.0,3134,666.0,28.704135649,US,Medicare Part D
Minocin*,Minocycline HCl,Overall,431612.93,50440.0,154,44.0,8.5569573751,US,Medicare Part D
Minocycline HCl,Minocycline HCl,Overall,12158903.16,18436086.213,353668,158316.0,0.6777116359,US,Medicare Part D
Minocycline HCl ER,Minocycline HCl,Overall,199672.66,20754.0,476,160.0,9.7139400128,US,Medicare Part D
Minolira ER,Minocycline HCl,Overall,13180.49,570.0,19,15.0,23.384188552,US,Medicare Part D
Minoxidil,Minoxidil,Overall,8975224.56,33129367.043,408098,122359.0,0.2651616587,US,Medicare Part D
Mirapex ER,Pramipexole Di-HCl,Overall,794263.15,32706.0,494,119.0,24.236244882,US,Medicare Part D
Mircette,Desog-E.Estradiol/E.Estradiol,Overall,6423.94,868.0,11,,7.4008525346,US,Medicare Part D
Mirena,Levonorgestrel,Overall,777252.14,652.0,652,650.0,1192.1045092,US,Medicare Part D
Mirtazapine,Mirtazapine,Overall,176432051.06,331574731.97,7839799,1551607.0,0.5561680001,US,Medicare Part D
Mirvaso,Brimonidine Tartrate,Overall,898664.9,43170.0,1366,682.0,20.816710475,US,Medicare Part D
Misoprostol,Misoprostol,Overall,4396126.29,5956086.5,94110,47809.0,0.7664935008,US,Medicare Part D
Mitigare,Colchicine,Overall,24983907.97,3708339.0,74680,27237.0,6.7372233148,US,Medicare Part D
Mitigo,Morphine Sulfate/PF,Overall,2900.43,300.0,15,,9.6681,US,Medicare Part D
Mitomycin,Mitomycin,Overall,903489.88,1513.74,430,202.0,721.86653839,US,Medicare Part D
Modafinil,Modafinil,Overall,41700366.0,17173460.0,333832,69010.0,2.4242757798,US,Medicare Part D
Moexipril HCl,Moexipril HCl,Overall,1753233.88,2288715.5,24781,5997.0,0.7662866956,US,Medicare Part D
Molindone HCl,Molindone HCl,Overall,140065.38,13478.0,143,30.0,11.227303958,US,Medicare Part D
Mometasone Furoate*,Mometasone Furoate,Overall,54728321.13,37150601.027,928670,490025.0,1.7611801782,US,Medicare Part D
Monjuvi,Tafasitamab-Cxix,Overall,1179803.79,854.0,69,16.0,1381.503267,US,Medicare Part D
Mono-Linyah,Norgestimate-Ethinyl Estradiol,Overall,83596.45,166244.0,3521,826.0,0.5028539376,US,Medicare Part D
Monoject,"Syringe-Needle,Insulin,0.5 Ml",Overall,646.94,5800.0,59,23.0,0.1115413793,US,Medicare Part D
Monoject Insulin Safety Syrng,"Syringe With Needle, Insulin",Overall,87710.76,267789.0,3077,942.0,0.3275368294,US,Medicare Part D
Monoject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,7177.38,35581.0,418,142.0,0.1994316245,US,Medicare Part D
Monoject Insulin Syringe,"Syringe And Needle,Insulin,1ml",Overall,14568.45,98322.0,1447,630.0,0.1542476893,US,Medicare Part D
Monoject Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Overall,91816.55,327844.0,3537,1219.0,0.2733111809,US,Medicare Part D
Montelukast Sodium,Montelukast Sodium,Overall,190742362.33,777605142.25,11936320,3063882.0,0.2474819472,US,Medicare Part D
Monurol,Fosfomycin Tromethamine,Overall,78739.87,884.0,377,311.0,89.072251131,US,Medicare Part D
Morphine Sulfate ER,Morphine Sulfate,Overall,66058764.27,122020898.35,2003652,255247.0,0.5446264504,US,Medicare Part D
Morphine Sulfate*,Morphine Sulfate,Overall,18551347.24,48674314.943,684332,221130.0,0.4206717317,US,Medicare Part D
Motegrity,Prucalopride Succinate,Overall,61916752.25,3500608.5,82065,19413.0,17.687359074,US,Medicare Part D
Motofen,Difenoxin HCl/Atropine Sulfate,Overall,616328.29,84604.0,654,137.0,7.2848599357,US,Medicare Part D
Mounjaro,Tirzepatide,Overall,2361384157.1,4374599.5,1821486,370203.0,539.81748741,US,Medicare Part D
Movantik,Naloxegol Oxalate,Overall,140596853.25,10104258.0,297091,73045.0,13.914064432,US,Medicare Part D
Moviprep,PEG3350/Sod Sul/NaCl/KCl/Asb/C,Overall,73170.73,558.0,548,517.0,131.1303405,US,Medicare Part D
Moxifloxacin,Moxifloxacin HCl,Overall,31944777.44,2962650.328,930110,596568.0,10.782888901,US,Medicare Part D
Moxifloxacin,Moxifloxacin-Sod.Chloride(Iso),Overall,24782.97,132253.0,103,24.0,0.1873906074,US,Medicare Part D
Moxifloxacin,"Moxifloxacin/Sod.Ace,Sul/Water",Overall,5935.72,30250.0,22,11.0,0.1962221488,US,Medicare Part D
Moxifloxacin HCl,Moxifloxacin HCl,Overall,3165924.77,666241.0,61261,48531.0,4.7327732162,US,Medicare Part D
Mozobil,Plerixafor,Overall,3484575.47,397.2,122,111.0,8772.8486153,US,Medicare Part D
Ms Contin,Morphine Sulfate,Overall,1079067.7,101502.0,1166,160.0,10.54949808,US,Medicare Part D
Mulpleta,Lusutrombopag,Overall,277673.47,217.0,30,28.0,1279.6012442,US,Medicare Part D
Multaq,Dronedarone HCl,Overall,409348467.91,31287525.5,310873,71895.0,13.083440169,US,Medicare Part D
Multi-Vitamin W-Fluoride-Iron,Pedi Multivit 45/Fluoride/Iron,Overall,525.5,1650.0,15,,0.3184848485,US,Medicare Part D
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,Overall,2536.05,11645.0,322,81.0,0.2187052851,US,Medicare Part D
Multivitamin With Fluoride,Pedi Multivit No.2 W-Fluoride,Overall,488.22,1650.0,22,,0.3003846395,US,Medicare Part D
Mupirocin,Mupirocin,Overall,33820823.48,83327745.891,3477658,2467308.0,0.4059258553,US,Medicare Part D
Mupirocin,Mupirocin Calcium,Overall,12128011.05,1785926.993,62577,43438.0,6.7681429191,US,Medicare Part D
Mvasi,Bevacizumab-Awwb,Overall,12655423.6,69682.0,2039,387.0,181.61682501,US,Medicare Part D
Myalept,Metreleptin,Overall,17122464.79,2660.0,110,13.0,6437.0168383,US,Medicare Part D
Myambutol,Ethambutol HCl,Overall,10231.24,12348.0,210,107.0,0.828574668,US,Medicare Part D
Mycamine,Micafungin Sodium,Overall,249489.99,18303.5,219,92.0,13.659084153,US,Medicare Part D
Mycapssa,Octreotide Acetate,Overall,5083471.42,45164.0,567,79.0,112.55582809,US,Medicare Part D
Mycobutin,Rifabutin,Overall,19147.71,1294.0,28,21.0,14.797302937,US,Medicare Part D
Mycophenolate Mofetil,Mycophenolate Mofetil,Overall,66976288.97,86690404.459,469006,105503.0,0.7578438118,US,Medicare Part D
Mycophenolic Acid,Mycophenolate Sodium,Overall,19193061.21,8986825.0,53775,13221.0,2.215511765,US,Medicare Part D
Mydayis,Dextroamphetamine/Amphetamine,Overall,2533863.0,212633.0,6710,1164.0,11.91728409,US,Medicare Part D
Myfembree,Relugolix/Estradiol/Norethindr,Overall,1714892.97,41155.0,1153,330.0,41.669128174,US,Medicare Part D
Myfortic,Mycophenolate Sodium,Overall,1330716.2,136024.0,958,215.0,10.264976166,US,Medicare Part D
Myleran,Busulfan,Overall,162652.66,855.0,31,,200.57471941,US,Medicare Part D
Myobloc,Rimabotulinumtoxinb,Overall,914592.73,1409.0,1039,461.0,648.16905412,US,Medicare Part D
Myorisan,Isotretinoin,Overall,111893.91,19900.0,465,303.0,5.6095047823,US,Medicare Part D
Myrbetriq,Mirabegron,Overall,2510288599.9,162854788.1,3651587,769978.0,15.427808724,US,Medicare Part D
Mysoline,Primidone,Overall,13882536.18,284783.0,2143,317.0,53.978705623,US,Medicare Part D
Mytesi,Crofelemer,Overall,7449992.23,178668.0,2412,379.0,41.697406531,US,Medicare Part D
NP Thyroid,"Thyroid,Pork",Overall,7572288.91,8003069.0,116263,33052.0,0.9639808298,US,Medicare Part D
NPlate,Romiplostim,Overall,13864763.73,4833.576,1435,223.0,2864.5428081,US,Medicare Part D
Nabumetone,Nabumetone,Overall,13761588.79,46174880.0,609931,222409.0,0.2995546725,US,Medicare Part D
Nadolol,Nadolol,Overall,19787361.98,20683549.5,260861,65690.0,0.9422795919,US,Medicare Part D
Nafcillin,"Nafcillin In Dextrose,Iso-Osm",Overall,27551.1,106750.0,39,,0.2653303664,US,Medicare Part D
Nafcillin Sodium*,Nafcillin Sodium,Overall,3709072.05,340114.14,4434,1017.0,45.670757939,US,Medicare Part D
Naftifine HCl,Naftifine HCl,Overall,7385408.72,1414027.4,16504,8135.0,5.2888374262,US,Medicare Part D
Naftin,Naftifine HCl,Overall,2362346.37,224931.0,4016,1900.0,10.532897893,US,Medicare Part D
Naglazyme,Galsulfase,Overall,6148670.38,13120.0,52,,468.64865701,US,Medicare Part D
Nalbuphine HCl,Nalbuphine HCl,Overall,333371.3,73708.0,1020,95.0,4.6698527772,US,Medicare Part D
Nalfon,Fenoprofen Calcium,Overall,22955.29,4860.0,55,19.0,4.7284292994,US,Medicare Part D
Nalocet,Oxycodone HCl/Acetaminophen,Overall,922992.42,31871.0,459,238.0,28.96025917,US,Medicare Part D
Naloxone HCl*,Naloxone HCl,Overall,71560437.08,1788141.85,887506,744446.0,40.018066501,US,Medicare Part D
Naltrexone HCl,Naltrexone HCl,Overall,22701611.47,16479707.118,395566,110953.0,1.3879243695,US,Medicare Part D
Namenda,Memantine HCl,Overall,568600.41,80480.0,1182,559.0,7.0672783788,US,Medicare Part D
Namenda XR,Memantine HCl,Overall,1984297.19,123310.0,2850,533.0,16.101675502,US,Medicare Part D
Namzaric,Memantine HCl/Donepezil HCl,Overall,107814106.5,5449736.0,151268,21609.0,19.788049458,US,Medicare Part D
Nano 2nd Gen Pen Needle,"Pen Needle, Diabetic",Overall,127016040.9,236237918.94,1441646,593832.0,0.5376615298,US,Medicare Part D
Naprelan,Naproxen Sodium,Overall,123016.78,5095.0,104,24.0,24.13188925,US,Medicare Part D
Naproxen,Naproxen,Overall,48825409.76,191154203.39,2867314,1344536.0,0.1940108804,US,Medicare Part D
Naproxen Sodium,Naproxen Sodium,Overall,5373171.87,5616884.95,80889,39316.0,0.9360033748,US,Medicare Part D
Naproxen Sodium Cr,Naproxen Sodium,Overall,3127285.22,615580.3,3872,1604.0,6.8244291585,US,Medicare Part D
Naproxen Sodium ER,Naproxen Sodium,Overall,1486855.8,125352.0,2047,738.0,11.941432315,US,Medicare Part D
Naproxen-Esomeprazole Mag,Naproxen/Esomeprazole Mag,Overall,27214352.1,1316152.0,17584,4220.0,20.694477512,US,Medicare Part D
Naratriptan HCl,Naratriptan HCl,Overall,3691315.84,1052700.8,89104,22473.0,3.5018560264,US,Medicare Part D
Narcan,Naloxone HCl,Overall,2201538.01,34545.8,17137,15137.0,63.728094587,US,Medicare Part D
Nardil,Phenelzine Sulfate,Overall,116312.69,45147.0,278,56.0,2.5763104968,US,Medicare Part D
Nascobal,Cyanocobalamin (Vitamin B-12),Overall,8039.78,42.0,12,,191.42333333,US,Medicare Part D
Natacyn,Natamycin,Overall,766661.77,23107.5,1506,876.0,33.178049118,US,Medicare Part D
Natazia,Estradiol Valerate/Dienogest,Overall,121123.14,13160.0,236,52.0,9.2038860182,US,Medicare Part D
Nateglinide,Nateglinide,Overall,14130522.38,25307304.5,151348,38358.0,0.5651448128,US,Medicare Part D
Natesto,Testosterone,Overall,586651.01,14376.48,713,214.0,40.806303768,US,Medicare Part D
Natroba,Spinosad,Overall,131062.74,56340.0,430,313.0,2.3262822151,US,Medicare Part D
Nayzilam,Midazolam,Overall,27518708.74,83060.0,28951,13209.0,331.31120563,US,Medicare Part D
Nebivolol HCl,Nebivolol HCl,Overall,113437504.5,90372674.654,1275177,316436.0,1.253635793,US,Medicare Part D
Necon,Norethindrone-Ethin. Estradiol,Overall,7394.68,9998.0,195,64.0,0.7396159232,US,Medicare Part D
Nefazodone HCl,Nefazodone HCl,Overall,1127992.59,540403.0,5409,1249.0,2.0991937168,US,Medicare Part D
Neo-Polycin,Neomycin/Bacitracin/Polymyxinb,Overall,1033.7,108.5,27,25.0,9.5271889401,US,Medicare Part D
Neo-Polycin HC,Neomycin/Bacit/P-Myx/Hydrocort,Overall,859.39,66.5,19,17.0,12.923157895,US,Medicare Part D
Neo-Synalar,Neomycin Sulfate/Fluocinolone,Overall,248409.9,16260.0,262,185.0,15.277361624,US,Medicare Part D
Neomycin Sulfate,Neomycin Sulfate,Overall,737061.02,750510.149,65248,59818.0,0.9820859881,US,Medicare Part D
Neomycin-Bacitracin-Poly-HC,Neomycin/Bacit/P-Myx/Hydrocort,Overall,253248.33,22505.5,6111,4907.0,11.252930632,US,Medicare Part D
Neomycin-Bacitracin-Polymyxin,Neomycin/Bacitracin/Polymyxinb,Overall,392291.67,42931.0,11472,9227.0,9.1373411499,US,Medicare Part D
Neomycin-Polymyxin B,Neomycin Sulf/Polymyxin B Sulf,Overall,61412.66,267459.0,1015,196.0,0.2295323569,US,Medicare Part D
Neomycin-Polymyxin-Dexameth,Neomycin/Polymyxin B/Dexametha,Overall,15393652.6,4660639.36,1044948,774697.0,3.4220634304,US,Medicare Part D
Neomycin-Polymyxin-Gramicidin,Neomycin/Polymyxn B/Gramicidin,Overall,154759.6,33493.5,3307,2907.0,4.6205860839,US,Medicare Part D
Neomycin-Polymyxin-HC*,Neomycin/Polymyxin B/Hydrocort,Overall,15983078.03,2400540.95,238839,207059.0,6.7631331376,US,Medicare Part D
Neomycin-Polymyxin-Hydrocort,Neomycin/Polymyxin B/Hydrocort,Overall,14279135.8,2258926.7,222494,192258.0,6.3215176717,US,Medicare Part D
Neoral,"Cyclosporine, Modified",Overall,1154941.32,333902.0,1619,326.0,4.4041643643,US,Medicare Part D
Nerlynx,Neratinib Maleate,Overall,36541269.41,298176.0,1945,452.0,122.5493313,US,Medicare Part D
Nesina,Alogliptin Benzoate,Overall,399671.93,32879.0,916,389.0,12.134906787,US,Medicare Part D
Neulasta,PEGfilgrastim,Overall,41507763.2,3691.8,5052,1671.0,11243.231811,US,Medicare Part D
Neulasta Onpro,PEGfilgrastim,Overall,40795148.89,3584.6,5494,1543.0,11380.669779,US,Medicare Part D
Neupogen,Filgrastim,Overall,9654765.04,16065.8,3383,1092.0,641.01909937,US,Medicare Part D
Neupro,Rotigotine,Overall,92722198.42,3315743.0,79382,15325.0,27.967090789,US,Medicare Part D
Neurontin,Gabapentin,Overall,20190369.33,2380354.0,12983,2533.0,9.0269081845,US,Medicare Part D
Nevanac,Nepafenac,Overall,1625314.81,15028.0,3197,1386.0,108.12142502,US,Medicare Part D
Nevirapine,Nevirapine,Overall,322731.52,569926.0,5926,977.0,0.5812479864,US,Medicare Part D
Nevirapine ER,Nevirapine,Overall,2186849.56,279484.0,6709,897.0,7.8253159341,US,Medicare Part D
Nexavar,Sorafenib Tosylate,Overall,8471541.68,45491.0,686,176.0,186.22456486,US,Medicare Part D
Nexium,Esomeprazole Magnesium,Overall,74209509.07,7817938.0,113050,23197.0,9.5001732172,US,Medicare Part D
Nexletol,Bempedoic Acid,Overall,45523813.53,3318096.0,63194,18619.0,13.719860284,US,Medicare Part D
Nexlizet,Bempedoic Acid/Ezetimibe,Overall,46922023.49,3407675.0,63623,16678.0,13.769512495,US,Medicare Part D
Nexplanon,Etonogestrel,Overall,401523.88,346.0,346,346.0,1160.4736416,US,Medicare Part D
Nextstellis,Drospirenone/Estetrol,Overall,78373.44,10164.0,212,62.0,7.7108854782,US,Medicare Part D
Nexviazyme,Avalglucosidase Alfa-Ngpt,Overall,21526673.04,11532.0,385,35.0,1866.6903434,US,Medicare Part D
Niacin,Niacin,Overall,1946245.92,240996.0,2378,997.0,8.0758432505,US,Medicare Part D
Niacin ER,Niacin,Overall,18332377.78,15079807.7,173079,42698.0,1.2086623492,US,Medicare Part D
Niacor,Niacin,Overall,139727.76,37059.0,336,99.0,3.7704136647,US,Medicare Part D
Nicardipine HCl*,Nicardipine HCl,Overall,3633115.47,625483.0,4248,1049.0,6.0965776156,US,Medicare Part D
Nicotrol,Nicotine,Overall,15332026.35,4827018.0,25534,14410.0,3.1762935937,US,Medicare Part D
Nicotrol Ns,Nicotine,Overall,5895515.92,418301.0,7967,2890.0,14.093956075,US,Medicare Part D
Nifedipine,Nifedipine,Overall,786463.39,1287343.6,13676,4898.0,0.6315170144,US,Medicare Part D
Nifedipine ER,Nifedipine,Overall,146639465.14,259598926.78,3524646,849024.0,0.5691189136,US,Medicare Part D
Nikki,Ethinyl Estradiol/Drospirenone,Overall,172281.22,191193.0,3378,979.0,0.9010853954,US,Medicare Part D
Nilandron,Nilutamide,Overall,46983.3,435.0,20,,108.00758621,US,Medicare Part D
Nilutamide,Nilutamide,Overall,1625537.32,10852.0,344,61.0,149.89692955,US,Medicare Part D
Nimodipine,Nimodipine,Overall,1126639.92,269277.0,2136,1005.0,4.1508098395,US,Medicare Part D
Ninlaro,Ixazomib Citrate,Overall,311982549.45,71785.0,23996,3384.0,4346.0652622,US,Medicare Part D
Nipent,Pentostatin,Overall,91644.59,34.0,17,,2695.4291176,US,Medicare Part D
Nisoldipine,Nisoldipine,Overall,4910880.71,966599.0,12372,2920.0,5.1486276683,US,Medicare Part D
Nitazoxanide,Nitazoxanide,Overall,4756012.82,52747.0,3358,2613.0,90.27314614,US,Medicare Part D
Nitisinone,Nitisinone,Overall,640854.83,2040.0,18,,170.00843188,US,Medicare Part D
Nitro-Bid,Nitroglycerin,Overall,1161685.35,940340.016,21569,13834.0,1.235388615,US,Medicare Part D
Nitro-Dur,Nitroglycerin,Overall,3463632.36,67446.0,1560,451.0,52.328841959,US,Medicare Part D
Nitrofurantoin,Nitrofurantoin,Overall,8114036.83,968759.0,3155,1444.0,8.3770374063,US,Medicare Part D
Nitrofurantoin,Nitrofurantoin Macrocrystal,Overall,24626890.73,23394282.504,655227,313690.0,1.109485973,US,Medicare Part D
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Overall,76395047.13,58828505.739,3778184,2638012.0,1.2986125327,US,Medicare Part D
Nitroglycerin Patch,Nitroglycerin,Overall,8222068.23,9030463.0,181601,48098.0,0.904623617,US,Medicare Part D
Nitroglycerin*,Nitroglycerin,Overall,46051993.82,92798969.336,2278987,1348161.0,0.6758023535,US,Medicare Part D
Nitrolingual,Nitroglycerin,Overall,36118.65,1056.6,66,47.0,34.183844407,US,Medicare Part D
Nitrostat,Nitroglycerin,Overall,240025.09,214506.5,4415,2746.0,1.1521057188,US,Medicare Part D
Nityr,Nitisinone,Overall,30287.15,330.0,11,,91.779242424,US,Medicare Part D
Niva Thyroid,"Thyroid,Pork",Overall,16953.17,15824.0,234,192.0,1.0598898941,US,Medicare Part D
Niva-Plus,Multivit-Mins60/Iron Fum/Folic,Overall,25966.73,36809.0,1510,238.0,0.7054451357,US,Medicare Part D
Nivestym*,Filgrastim-Aafi,Overall,15125649.82,54380.6,14789,4310.0,283.55193361,US,Medicare Part D
Nizatidine,Nizatidine,Overall,316687.84,209264.0,2568,1039.0,1.6026650198,US,Medicare Part D
Nocdurna,Desmopressin Acetate,Overall,2012526.64,119176.0,2686,643.0,16.88664015,US,Medicare Part D
Nora-Be,Norethindrone,Overall,59291.44,129484.0,1925,598.0,0.4579055327,US,Medicare Part D
Norditropin Flexpro,Somatropin,Overall,11093988.0,11232.5,3215,701.0,998.09409975,US,Medicare Part D
Norethin-Eth Estra-Ferrous Fum,Noreth-Ethinyl Estradiol/Iron,Overall,47638.68,30864.0,578,115.0,1.5428130838,US,Medicare Part D
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol,Overall,1233504.71,1039351.0,19360,5172.0,1.1365342732,US,Medicare Part D
Norethindrone,Norethindrone,Overall,1352312.92,2711976.0,48895,13966.0,0.4986514245,US,Medicare Part D
Norethindrone Acetate,Norethindrone Acetate,Overall,3155131.99,3470901.5,55454,15646.0,0.90251237,US,Medicare Part D
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron,Overall,185712.92,324049.0,7110,1558.0,0.5576603109,US,Medicare Part D
Norgesic Forte,Orphenadrine/Aspirin/Caffeine,Overall,3945754.94,115110.0,1100,463.0,34.27812475,US,Medicare Part D
Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol,Overall,489283.02,966639.0,18894,4493.0,0.5089309681,US,Medicare Part D
Noritate,Metronidazole,Overall,3018345.6,90341.0,1454,972.0,33.410584342,US,Medicare Part D
Norliqva,Amlodipine Besylate,Overall,299456.55,82112.5,451,168.0,3.6469057695,US,Medicare Part D
Norlyda,Norethindrone,Overall,1888.22,3444.0,52,47.0,0.5482636469,US,Medicare Part D
Norpace,Disopyramide Phosphate,Overall,32330.55,6510.0,48,11.0,4.9692282462,US,Medicare Part D
Norpace Cr,Disopyramide Phosphate,Overall,812957.89,168012.0,1137,338.0,4.8463217761,US,Medicare Part D
Northera,Droxidopa,Overall,27885154.93,327453.0,1589,277.0,86.894316897,US,Medicare Part D
Nortrel,Norethindrone-Ethin. Estradiol,Overall,495516.66,732688.0,14238,2721.0,0.6754473095,US,Medicare Part D
Nortriptyline HCl,Nortriptyline HCl,Overall,23070729.99,105149503.45,1252514,302986.0,0.2218569625,US,Medicare Part D
Norvasc,Amlodipine Besylate,Overall,16337514.3,1782218.0,23463,5684.0,9.3253794612,US,Medicare Part D
Norvir,Ritonavir,Overall,753471.65,86631.0,1933,393.0,8.7248432733,US,Medicare Part D
Nourianz,Istradefylline,Overall,49718992.27,802893.0,19080,3546.0,61.919245752,US,Medicare Part D
Novarel,"Chorionic Gonadotropin, Human",Overall,26236.23,160.0,41,18.0,166.03040703,US,Medicare Part D
Novofine 32,"Pen Needle, Diabetic",Overall,8163871.86,13705546.9,94188,38794.0,0.595661882,US,Medicare Part D
Novofine Autocover,"Pen Needle, Diabetic, Safety",Overall,10989853.91,12574658.666,119055,30433.0,0.8739683678,US,Medicare Part D
Novofine Plus,"Pen Needle, Diabetic",Overall,307946.44,556205.0,4898,3012.0,0.5536563677,US,Medicare Part D
Novolin 70-30,Insulin NPh Hum/Reg Insulin Hm,Overall,112846648.88,8395340.136,233080,51680.0,13.528399282,US,Medicare Part D
Novolin 70-30 Flexpen,Insulin NPh Hum/Reg Insulin Hm,Overall,66661197.37,3700328.0,131804,32324.0,18.004592178,US,Medicare Part D
Novolin N,Insulin NPh Human Isophane,Overall,53437662.13,3985847.61,127575,31731.0,13.417773852,US,Medicare Part D
Novolin N Flexpen,Insulin NPh Human Isophane,Overall,21350139.11,1223819.5,55637,16998.0,17.439911081,US,Medicare Part D
Novolin R,"Insulin Regular, Human",Overall,37170815.46,2730921.925,122455,34189.0,13.796641148,US,Medicare Part D
Novolin R Flexpen,"Insulin Regular, Human",Overall,17195349.5,948976.0,61212,18020.0,18.181445612,US,Medicare Part D
Novolog,Insulin Aspart,Overall,518394273.45,17194178.113,585589,148967.0,30.156339569,US,Medicare Part D
Novolog Flexpen,Insulin Aspart,Overall,1875605626.8,48302818.2,2118734,588526.0,38.823120273,US,Medicare Part D
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp,Overall,66766545.68,2132635.0,63565,14231.0,31.287553773,US,Medicare Part D
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp,Overall,335124165.84,8644591.0,272276,62157.0,38.701690099,US,Medicare Part D
Novolog Penfill,Insulin Aspart,Overall,13098433.56,348165.0,12995,5070.0,37.621339193,US,Medicare Part D
Novopen Echo,Insulin Admin. Supplies,Overall,32520.28,565.0,512,417.0,57.558017699,US,Medicare Part D
Novotwist,"Pen Needle, Diabetic",Overall,73327.41,120858.333,1069,759.0,0.606722004,US,Medicare Part D
Noxafil*,Posaconazole,Overall,2509594.79,130177.2,429,167.0,35.637092948,US,Medicare Part D
Nubeqa,Darolutamide,Overall,576350298.79,5083379.0,43925,7174.0,113.37936809,US,Medicare Part D
Nucala,Mepolizumab,Overall,260986344.47,69222.2,59055,7618.0,3769.297265,US,Medicare Part D
Nucynta,Tapentadol HCl,Overall,58810956.93,4825523.0,58074,10048.0,11.924470332,US,Medicare Part D
Nucynta ER,Tapentadol HCl,Overall,53178879.31,2547097.0,45262,6559.0,20.742685264,US,Medicare Part D
Nuedexta,Dextromethorphan HBr/Quinidine,Overall,180648014.55,6774068.5,165949,17107.0,26.667580133,US,Medicare Part D
Nulojix,Belatacept,Overall,5270868.19,5318.25,2349,269.0,991.09071405,US,Medicare Part D
Nulytely,Sodium Chloride/NaHCO3/KCl/PEG,Overall,2220.14,420000.0,102,102.0,0.0052860476,US,Medicare Part D
